id,name,price,description,categories
643576e81ebae7a8da163b6b,S21 Ultra,242999,"The Galaxy S21 Ultra has a cutting-edge flagship chipset. An Exynos 2100 and a Snapdragon 888 depending on the market. These processors are built on a 5nm process. The results, of the two chipsets both performance & graphics-wise, are outstanding. The phone performs real-world tasks smoothly providing a quality gaming experience. The device provides support for 5G network connectivity as well.  The Galaxy S21Ultra comes with the newer UFS 3.1 which has a faster transfer speed. The device comes in a variation of 12 GB of & 16 GB RAM. The user has three storage options to choose from. A 128 GB option, a 256 GB option & a 512 GB option. You don’t have the option of expandable storage anymore.  This new device supports Samsung One UI 3.1 based on Android 11. The Galaxy S21 Ultra model is built around a 6.8 inch dynamic AMOLED display with a small punch hole for the selfie camera The phone offers 1440 x 3200 pixels with a high QHD resolution. The S21 Ultra also offers a fast 120 Hz adaptive refresh rate.   One unique feature of the Galaxy S21 Ultra is that it supports an S-Pen stylus which before this could only be found in the Galaxy Note series.",Electronic Devices Mobile Phones Samsung
6454e5cd851766e7214c9c42,Samsung Galaxy A02,16700,"The device is going to have a new look and design. Today two handsets got leaked are A02 and M02, but there are no specs details of the phones. Recently the device with model number SM-A025F, which is believed to have Samsung Galaxy A02 appeared on Geekbench. The fact that they have a single page in the Norwegian regulator's database indicates that Samsung's Galaxy A02 and Galaxy M02 are the same devices for different regions. As for the specs of the phone are concerned, the new smartphone will be powered by Mediatek MT6739W (28 nm) SoC which is a powerful chipset. The new Samsung Galaxy A02's having a 1.5 GHz Octa-Core processor inside. The smartphone coupled with 3 gigabytes of RAM, this quality of RAM is enough to run the functions of the smartphone smoothly. The upcoming handset of the company Galaxy A02 by Samsung has got 32 gigabytes of internal storage, which is not enough but there is a dedicated slot in this device that can supports up to 256 gigabytes. The Samsung A02 has got a triple camera setup. The main lens of the setup will be 13 megapixels along with a 13 megapixels ultra-wide shooter and a 2 megapixels depth lens to capture excellent photography. Samsung Galaxy's A02 is packed with an 5 megapixels front-selfie camera setup. The 6.5 inches display size, and IPS LCD panel will provide the phone with an HD resolution of 720 x 1520 Pixels. The new Samsung Galaxy A02 has the protection of Corning Gorilla Glass which will make this smartphone safer to use. The device has a 3.5mm Audio Jack that the users will be enjoying listing to the music. The new Galaxy A02's is a budget-friendly phone with outstanding features.",Electronic Devices Mobile Phones Samsung
6454e8aa851766e7214c9c84,Samsung Galaxy A03s,22500,"The Samsung Galaxy A03s arrives as the successor to the Galaxy A02 phone which was also one of the best-selling Samsung phones in the world. The coming smartphone of the company which will be called Samsung's Galaxy A03s will be powered by one of the latest chipsets called a MediaTek Helio G35. This is a high-quality chipset that has been introduced in different brands. Samsung Galaxy A03s's going to have a 2.0 GHz Octa-Core processor to give more power to this chipset. If we talk about the display panel of the smartphone, it is equipped with 6.5 Inches display screen that will be full HD plus a resolution of 720 x 1600 Pixels, the users of this Galaxy A03s by Samsung will be happy to use this big screen. To protect this screen there is a Corning Gorilla Glass is installed. The coming device of this company, Samsung A03s is having 3 gigabytes of RAM to make the processing speed of the device lightning fast. The internal storage of the handset is 64 gigabytes which means that the Samsung Galaxy's A03s is providing the user with enough storage capacity to store data for the future. There is a also microSD card in this device. There is a dual rear camera setup in Samsung Galaxy A03s, The main sensor of the rear camera setup will be 13 megapixels wide, and a 2- Mega-pixel macro, and 2-Mega-pixel depth sensor. The handset is expected to come equipped with a 5 megapixels selfie shooter. For the security of user's data, the Galaxy A03s's got a side-mounted Fingerprint Sensor which is a normal feature nowadays on smartphones. The battery of this device is Li-Po Non-removable 5000 mAh with a 7.8W Battery charging.",Electronic Devices Mobile Phones Samsung
6454eb23851766e7214c9d30,Samsung Galaxy A12,26999,"Samsung Galaxy A12, launched on November 24, 2020, is a budget-friendly and economical mobile phone by Samsung. The phone is powered by Mediatek Helio P35 processor and PowerVR GE8320 GPU. Moreover, it comes with 2 / 3 / 4 / 6 GB RAM and 32 / 64 / 128 GB storage memory.  Samsung Galaxy A12 boasts a 6.5-inch PLS IPS display with HD+, Infinity-V Display.  As regard cameras, Samsung Galaxy A12 comes with:  One (8 MP) camera on the front side and four (48 x 5 x 2 x 2 MP) cameras on the rear side. The front camera supports video recording up to 1080p at 30 fps. Whereas, the rear camera supports",Electronic Devices Mobile Phones Samsung
6454ecad851766e7214c9d96,Samsung Galaxy M30,37600,"Samsung Galaxy M30, launched on February 27, 2019, is an affordable and reasonably priced mobile phone by Samsung. The phone is powered by Exynos 7904 processor and Mali G71 MP2 GPU. Moreover, it comes with 3 / 4 / 6 GB RAM and 32 / 64 / 128 GB storage memory.  Samsung Galaxy M30 boasts a 6.4-inch Super AMOLED display with FHD+.  As regard cameras, Samsung Galaxy M30 comes with:  One (16 MP) camera on the front side and three (13 x 5 x 5 MP) cameras on the rear side. The front camera supports video recording up to 1080p at 30 fps. Whereas, the rear camera supports",Electronic Devices Mobile Phones Samsung
6454ed97851766e7214c9ddb,Samsung Galaxy A32 4G,43500,"Samsung Galaxy A32 4G price in Pakistan is PKR 43,500. This smartphone comes with 6.4 inches display along with the storage of 128 GB 8 GB RAM. The Samsung Galaxy A32 4G packs a 5000 mAh battery and it has four cameras on back, with the main 64 MP along with 8 MP , 5 MP and 5 MP camera. Internationally its price in USD is $151.",Electronic Devices Mobile Phones Samsung
64456ce22acab61f92a5cb81,Iphone 14,352000,"Apple's latest iPhone 14 device family, announced during the ""Far Out"" event in September 2022, has been on the shelves for nearly half an year already, currently at the middle of its shelf lifecycle. The newest iPhone generation consists of four models: the iPhone 14, iPhone 14 Plus, iPhone 14 Pro, and iPhone 14 Pro Max.",Electronic Devices Mobile Phones Apple
6454ef6f851766e7214c9e44,Huawei Y6s,19800,"Huawei Y6s price in Pakistan is PKR 19,800. This smartphone comes with 6.09 inches display along with the storage of 64 GB 3 GB RAM. The Huawei Y6s packs a 3020 mAh battery and it has main 13 MP camera. Internationally its price in USD is $69.",Electronic Devices Mobile Phones Huawei
6454f045851766e7214c9e67,Huawei Nova Plus,28890,"Huawei Nova Plus Price in Pakistan is 28890. It features a 5.5 Screen and arrives with 3 GB RAM + 32 GB storage. In terms of camera, this mobile has 16 MP Camera. Huawei Nova Plus comes with 3340 battery.",Electronic Devices Mobile Phones Huawei
6454f0e3851766e7214c9e90,Huawei Y7a,35999,"Huawei Y7a price in Pakistan is PKR 35,999. This smartphone comes with 6.67 inches display along with the storage of 128 GB 4 GB RAM. The Huawei Y7a packs a 5000 mAh battery and it has four cameras on back, with the main 48 MP along with 8 MP , 2 MP and 2 MP camera. Internationally its price in USD is $125",Electronic Devices Mobile Phones Huawei
6454f1da851766e7214c9ebf,Huawei Nova 8i,48999,"Huawei Nova 8i Price in Pakistan is 49000. It features a 6.72"" Screen and arrives with 8 GB RAM + 128GB/256GB storage, no card slot storage. In terms of camera, this mobile has 64 MP Camera. Huawei Nova 8i comes with 4000 battery.",Electronic Devices Mobile Phones Huawei
6454f327851766e7214c9f86,Huawei Mate 20 Pro,119999,"Huawei Mate 20 Pro Price in Pakistan is Rs. 119999, it was launched in 2018. it runs on Android OS Pi operating system with processor and Kirin 980 SoC chipset. The main camera of Huawei Mate 20 Pro is Dual 12 MP, and front selfie camera is 8 MP. The screen size of this mobile phone is 6.0 Inches and display resolution is 1080 x 2160 Pixels. It has 64/128/256GB Built-in storage and 4/6GB RAM.",Electronic Devices Mobile Phones Huawei
6454f430851766e7214ca023,Nokia 1.4,17500,"Nokia 1.4 price in Pakistan is PKR 17,500. This smartphone comes with 6.51 inches display along with the storage of 16 GB 1 GB RAM. The Nokia 1.4 packs a 4000 mAh battery and it has two cameras on back, with the main 8 MP along with 2 MP camera. Internationally its price in USD is $61.",Electronic Devices Mobile Phones Nokia
6454f93a851766e7214ca051,Nokia G21,27999,"Nokia G21 price in Pakistan is PKR 27,999. This smartphone comes with 6.52 inches display along with the storage of 128GB Built-in and the other variant comes with 4GB RAM. The Nokia G21 packs a 5050 mAh battery and it has four cameras on back, with the main 48 MP along with 5 MP , 2 MP and 2 MP camera. Internationally its price in USD is $97.",Electronic Devices Mobile Phones Nokia
6454fa20851766e7214ca0a7,Nokia 5.4,31999,"Nokia 5.4 price in Pakistan is PKR 31,999. This smartphone comes with 6.39 inches display along with the storage of 128 GB 4 GB RAM. The Nokia 5.4 packs a 4000 mAh battery and it has four cameras on back, with the main 48 MP along with 5 MP , 2 MP and 2 MP camera. Internationally its price in USD is $111",Electronic Devices Mobile Phones Nokia
6454facc851766e7214ca0e1,Nokia X21,48000,"Key Features Battery 5000 mAh 6.7 Inches (1080 x 2400 pixels) Front Camera 64 MP + 13 MP + TO / Selfie 32 MP Android 12 OS 128/256GB Built-in, 6/8GB RAM Octa Core Dual Sim, 5G GSM / HSDPA / LTE 9.1 mm Thickness, 220 g",Electronic Devices Mobile Phones Nokia
6454fbf2851766e7214ca11d,Nokia 8.1 Plus,74999,"Nokia 8.1 Plus Price in Pakistan is 74999. It features a 6.22 Screen and arrives with 6 GB RAM + 128 GB storage. In terms of camera, this mobile has 48 MP Camera. Nokia 8.1 Plus comes with N/A battery.",Electronic Devices Mobile Phones Nokia
64555735851766e7214ca1bc,Sony Xperia L2,18700,The device features a 5.5 inches (14 cm) 720p screen.The rear-facing camera of the Xperia L2 is 13 megapixels. The front facing camera is 8MP.. The Xperia L2 is preinstalled with Android 7.1.1 Nougat with Sony's custom interface and software,Electronic Devices Mobile Phones Sony
6455597c851766e7214ca1f3,Sony Xperia 10 III,25999,"It features a 6.0"" Screen and arrives with 4 GB RAM + 64GB/128GB storage, microSDXC storage. In terms of camera, this mobile has 12 MP Camera. Sony Xperia 10 III comes with 4000 battery.",Electronic Devices Mobile Phones Sony
64555b21851766e7214ca230,Sony Xperia XA1 Plus Key,36500,"It features a 5.5 Screen and arrives with 4 GB RAM + 32 GB storage. In terms of camera, this mobile has 23 MP Camera. Sony Xperia XA1 Plus comes with 3430 battery.",Electronic Devices Mobile Phones Sony
64555e3e851766e7214ca2b2,Sony Xperia 5 plus,45999,"It features a 6.6"" Screen and arrives with 6 GB RAM + 128GB storage, microSDXC storage. In terms of camera, this mobile has 12 MP Camera. Sony Xperia 5 plus comes with 4000 battery.",Electronic Devices Mobile Phones Sony
64555fd8851766e7214ca2fb,Sony Xperia XZ2,84999,"It features a 5.7 Screen and arrives with 6 GB RAM + 64 GB storage. In terms of camera, this mobile has 19 MP Camera. Sony Xperia XZ2 comes with 3180 battery.",Electronic Devices Mobile Phones Sony
645561e8851766e7214ca350,LG G3 Stylus,15449,"It features a 5.5 Screen and arrives with 1 GB RAM + 8 GB storage. In terms of camera, this mobile has 13 MP Camera. LG G3 Stylus comes with 3000 battery.",Electronic Devices Mobile Phones LG
64556364851766e7214ca391,LG Esteem,25600,"It features a 4.3 Screen and arrives with 512 MB RAM + 8 GB storage. In terms of camera, this mobile has 5 MP Camera. LG Esteem comes with 1500 battery.",Electronic Devices Mobile Phones LG
64556514851766e7214ca3d8,LG W31,25000,"It features a 6.52"" Screen and arrives with 4 GB RAM + 64GB storage, microSDXC storage. In terms of camera, this mobile has 13 MP Camera. LG W31 comes with 4000 battery.",Electronic Devices Mobile Phones LG
6455674f851766e7214ca425,LG K71,35000,"LG K71 Price in Pakistan is 35000. It features a 6.8"" Screen and arrives with 4 GB RAM + 128GB storage, microSDXC storage. In terms of camera, this mobile has 48 MP Camera. LG K71 comes with 4000 mAh battery.",Electronic Devices Mobile Phones LG
645568b1851766e7214ca478,LG Q52,46000,"LG Q52 Price in Pakistan is 46000. It features a 6.6"" Screen and arrives with 4 GB RAM + 64GB storage, microSDXC storage. In terms of camera, this mobile has 48 MP Camera. LG Q52 comes with 4000 battery.",Electronic Devices Mobile Phones LG
64556a4e851766e7214ca4d1,LG G9 ThinQ,90000,"LG G9 ThinQ Price in Pakistan is 90000. It features a 6.21"" Screen and arrives with 8 GB RAM + 256GB storage, NM storage. In terms of camera, this mobile has 16 MP Camera. LG G9 ThinQ comes with 4000 battery.",Electronic Devices Mobile Phones LG
64556bc9851766e7214ca536,HTC One E9,15000,"HTC One E9 Price in Pakistan is 15000. It features a 5.5 Screen and arrives with 2 GB RAM + 16 GB storage. In terms of camera, this mobile has 13 MP Camera. HTC One E9 comes with 2800 battery.",Electronic Devices Mobile Phones HTC
64556d47851766e7214ca602,HTC One M9s,25000,"It features a 5 Screen and arrives with 2 GB RAM + 16 GB storage. In terms of camera, this mobile has 13 MP Camera. HTC One M9s comes with 2840 battery.",Electronic Devices Mobile Phones HTC
64556eaf851766e7214ca6a4,HTC Desire 20 PRO,35000,"It features a 6.5"" Screen and arrives with 6 GB RAM + 128GB storage, microSDXC storage. In terms of camera, this mobile has 48 MP Camera. HTC Desire 20 Pro comes with 5000 battery.",Electronic Devices Mobile Phones HTC
645570de851766e7214ca81c,HTC Titan 2,45500,"It features a 4.7 Screen and arrives with N/A RAM + 16 GB storage. In terms of camera, this mobile has 16 MP Camera. HTC Titan II comes with 1730 battery.",Electronic Devices Mobile Phones HTC
6455723e851766e7214ca8ad,HTC U11 PLUS,45500,This model has 6 GB RAM with 128 GB Internal Memory. HTC U11 Plus comes with 4G & 3G connectivity. This mobile runs on Android 8.0. This phone has 12 MP Rear Camera with Dual LED flash and 8 MP Front Camera without flash.,Electronic Devices Mobile Phones HTC
645574a7851766e7214ca9e4,Motorola Moto C,15300,"It features a 5 Screen and arrives with 1 GB RAM + 8 GB storage. In terms of camera, this mobile has N/A Camera. Motorola Moto C comes with 2350 battery.",Electronic Devices Mobile Phones Motorola
645575a9851766e7214caa31,Motorola Moto E6 Plus,29000,"It features a 6.1"" Screen and arrives with 2/4 GB RAM + 32GB/64GB stora storage. In terms of camera, this mobile has 13 MP Camera. Motorola Moto E6 Plus comes with 3000 battery.",Electronic Devices Mobile Phones Motorola
645576a8851766e7214caa8e,Motorola Moto G22,39000,"It features a 6.5"" Screen and arrives with 4 GB RAM + 64 GB storage. In terms of camera, this mobile has 50 MP Camera. Motorola Moto G22 comes with 5000 battery.",Electronic Devices Mobile Phones Motorola
64557a26851766e7214caadf,Motorola Motorola One Mid,47000,"It features a Screen and arrives with RAM + storage. In terms of camera, this mobile has Camera. Motorola Motorola One Mid comes with battery.",Electronic Devices Mobile Phones Motorola
64557b4b851766e7214cab81,MOTOROLA EDGE PLUS,86000,"Processor Octa core (2.84 GHz, Single core, Kryo 585 + 2.42 GHz, Tri core, Kryo 585 + 1.8 GHz, Quad core, Kryo 585) Rear Camera 108 MP + 16 MP + 8 MP Screen Size 6.7 inches (17.02 cm) RAM 12 GB Front Camera 25 MP Battery 5000 mA",Electronic Devices Mobile Phones Motorola
64557c54851766e7214cabd6,OPPO A3S,18999,"The phone boasts a stunning 6.2"" IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch  display, Qualcomm SDM450 Snapdragon 450  chipset with Adreno 506  GPU, and runs on Android V8.1 Oreo  .",Electronic Devices Mobile Phones Oppo
64557d47851766e7214cac80,Oppo A16,27000,"The phone is powered by Helio G35 processor and PowerVR GE8320 GPU. Moreover, it comes with 3 / 4 GB RAM of type LPDDR4X and 256 / 64 / 32 GB storage memory.  Oppo A16 boasts a 6.52-inch IPS LCD display with HD+, Eye-care Display.",Electronic Devices Mobile Phones Oppo
64557dd4851766e7214cacd9,Oppo K3,36000,"It features a 6.3 Screen and arrives with 8 GB RAM + 128 GB storage. In terms of camera, this mobile has 16 MP Camera. Oppo K3 comes with 3765 battery.",Electronic Devices Mobile Phones Oppo
64557e8b851766e7214cad34,Oppo Reno 2F,48800,"It features a 6.5"" Screen and arrives with 8 GB RAM + 128GB/256GB storage, microSDXC storage. In terms of camera, this mobile has 48 MP Camera. Oppo Reno 2F comes with 4000 battery.",Electronic Devices Mobile Phones Oppo
64557f27851766e7214cad91,Oppo Reno 9,103000,All Things Red | Bright Moon Black | Tomorrow Gold | Slightly Drunken High-value thin and light design Front Super Sensitive Cat Eye Lens 64 million water light portrait lens Snapdragon 778G 5G chip 12GB + 512GB ultra-fast large memory Longevity Super Flash Charger 120Hz OLED ultra-clear curved screen New ColorOS 13 system,Electronic Devices Mobile Phones Oppo
64558012851766e7214cadf0,Vivo Y01,18999,"It features a 6.51"" Screen and arrives with 2 GB / 3 GB RAM + 32 GB storage. In terms of camera, this mobile has 13 MP Camera. Vivo Y01 comes with 5000 battery.",Electronic Devices Mobile Phones Vivo
6455809e851766e7214cae51,Vivo Z1 Lite,25000,"It features a 6.26 Screen and arrives with 4 GB RAM + 32 GB storage. In terms of camera, this mobile has 16 MP Camera. Vivo Z1 Lite comes with 3260 battery.",Electronic Devices Mobile Phones Vivo
64558148851766e7214caeb4,Vivo Y50,35000,"t features a 6.53"" Screen and arrives with RAM + 128GB storage, microSDXC storage. In terms of camera, this mobile has 13 MP Camera. Vivo Y50 comes with 5000 battery.",Electronic Devices Mobile Phones Vivo
645581ca851766e7214caf19,Vivo S5,48000,"It features a 6.44"" Screen and arrives with 8 GB RAM + 128GB storage, storage. In terms of camera, this mobile has 48 MP Camera. Vivo S5 comes with 4100 battery.",Electronic Devices Mobile Phones Vivo
64558255851766e7214cafc6,Vivo V25e,70000,"it runs on Android 12 OS operating system with Octa-core (2 x 2.2 GHz Cortex-A76 + 6 x 2.0 GHz Cortex-A55) processor and MediaTek Helio G99 (6nm) chipset. The main camera of Vivo V25e is Triple Camera: 64 MP, and front selfie camera is 32 MP. The screen size of this mobile phone is 6.44 Inches and display resolution is 1080 x 2404 Pixels. It has 256GB Built-in storage and 8GB RAM. Dimensions are 159.2 x 74.2 x 7.8 mm and weight is 183 Gram.",Electronic Devices Mobile Phones Vivo
643575ee1ebae7a8da163b50,Infinix Hot 11S,26000,"Infinix is launching its new Hot 11s on the market soon. The Chinese company Infinix is working on a new smartphone of its Hot-series, and it will be launched in mid of September this year. The coming smartphone will be the direct successor of Hot 10s. The upcoming device will be called Infinix Hot 11S. The chipset that is going to power the upcoming smartphone will be Helio G88. This is a powerful chipset that handsomely handles all the specs of mid-range smartphones. To give more power to this Infinix's Hot 11S, there is an Octa-Core processor installed under the hood of this handset. Also, the device has got a GPU of Mali-G52. The smartphone got the Capacitive IPS LCD Touchscreen display which is exclusively made for the devices of this brand. Infinix Hot 11S's going to have a full HD display with a resolution of 1080 x 2460 Pixels. Also, there is a big screen of 6.78 Inches. The SoC of the handset is paired with 4 gigabytes of RAM. The chipset and the RAM of the Hot 11S by Infinix will make the processing speed of the phone lightning fast. The internal storage capacity of the device is 128 gigabytes. This is enough storage capacity that will give you enough space to place a huge amount of data for future use. The Smartphone Infinix 11S has got a Triple Camera setup on the rear, the main camera will be 50 megapixels main camera and 2 megapixels, 2 megapixels lens. On the front-facing, there is an 8 megapixels selfie camera setup. The security of this Infinix Hot's 11S to protect your data it has a rear-mounted, optical fingerprint scanner. The phone is fueled with a powerful battery of 5000 mAh capacity. It means you can use the smartphone Infinix Hot 11S for a long period of time. And also there is an 18W of fast battery charging. This coming up new Hot 11S's will be a competitor of Samsung as the specs look quite impressive.",Electronic Devices Mobile Phones Infinix
6455849a851766e7214cb06b,Infinix Smart 5 Pro,14900,"This Infinix Smart 5 Pro is an impressively inexpensive phone with a beautiful design and solid specs. The phone comes with a 6.52 Full FullHD + screen that has a 20:9 aspect ratio and a pixel density of 269ppi. Under the hood, this smartphone is powered by an Unisoc SC9863A (28nm) Soc chipset and comes with 4 GB of RAM. The phone comes with an Android 11 and XOS 7.6 user interface and has 32 GB of internal storage (ROM). This smartphone also has a microSD card slot for further memory expansion up to 256 GB. When it comes to cameras, this Infinix Smart 5 Pro has an 8 MP selfie camera, and on the back, there is a system of dual cameras, which includes the main sensor of 13 MP, and a secondary sensor of QVGA. In addition to the triple camera on the back and the Quad-LED flash, there is also a fingerprint scanner, and below it is the name of the company Infinix. When it comes to battery life, this smartphone comes with a 6000 mAh battery, and a 10W charger also comes in the sales package. You will charge the phone via the micro USB slot.",Electronic Devices Mobile Phones Infinix
645586b4851766e7214cb223,Infinix Hot 30 Play,48000,"Key Features Battery 6000 mAh 6.82 Inches (1080 x 2408 pixels) Front Camera 16 MP / Selfie 8 MP Android 13 OS 64/128GB Built-in, 4GB RAM Octa Core Dual Sim, 4G GSM / HSDPA / LTE",Electronic Devices Mobile Phones Infinix
64558bd7851766e7214cb2a0,Infinix Note 11 6GB,31700,"6.7 Inches (1080 x 2400 pixels) Front Camera 50 MP + 2 MP + QV / Selfie 16 MP Android 11, XOS 10 128GB Built-in, 6GB RAM Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55) Dual Sim, 4G GSM / HSDPA 7.9 mm Thickness, 184 g",Electronic Devices Mobile Phones Infinix
64558cc1851766e7214cb323,Infinix Zero 20,79999,"Infinix Zero 20 Price in Pakistan is Rs. 79999, it was launched in 2022. it runs on Android 12 OS operating system with 2.2 Ghz Octa Core processor and Mediatek Dimensity 930 chipset. The main camera of Infinix Zero 20 is Triple Camera: 108 MP, and front selfie camera is 32 MP. The screen size of this mobile phone is 6.7 Inches and display resolution is 1080 x 2400 Pixels. It has 256GB Built-in storage and 8GB RAM.",Electronic Devices Mobile Phones Infinix
64558ddd851766e7214cb3b2,Google pixel 3xl (Used),18700,"4 / 64 , Non pta",Electronic Devices Mobile Phones Google Pixel
64558ef7851766e7214cb42f,Google Pixel 3A,22500,"Google Pixel 3A (Non PTA), 4 gb ram, 64gb Hard",Electronic Devices Mobile Phones Google Pixel
64558fb4851766e7214cb4a4,Google Pixel 4 (Used),35999,Google Pixel 4      Special Check Warranty           Waterpack Stock        100% Original Stock          10by10 Condition  No Open / No Repair      Best For Photography  Google Pixel 4 (6/64gb) = 37500 Google Pixel 4 (6/128gb) = 41500,Electronic Devices Mobile Phones Google Pixel
645590cf851766e7214cb52d,Google Pixel XL,49999,"Google Pixel XL price in Pakistan is PKR 49,999. This smartphone comes with 5.5 inches display along with the storage of 128 GB 4 GB RAM. The Google Pixel XL packs a 3450 mAh battery and it has main 12.3 MP camera. Internationally its price in USD is $173.",Electronic Devices Mobile Phones Google Pixel
6455919a851766e7214cb5a6,Google Pixel 7 Pro,194000,"Google Pixel 7 Pro comes with numerous features which not only mrake its appearance appealing but also very adjustable. The phone has a dimension of 162.9 x 76.6 x 8.9 mm (6.41 x 3.02 x 0.35 in) with a weight of 212 g (7.48 oz) Comfortable to move around. Moreover the build of Google Pixel 7 Pro is Glass front (Gorilla Glass Victus), glass back (Gorilla Glass Victus), aluminum frame . It supports Nano-SIM and/or eSIM option through you can get accessibility to different networks. This Phone comes with popular color options by i.e. Obsidian, Snow, Hazel . The Google Pixel 7 Pro sensors include Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, barometer, Ultra Wideband (UWB) support",Electronic Devices Mobile Phones Google Pixel
